Team,Position,Name,Minutes played,Games played,Yellow Cards,Red Cards,Goals scored,Penalties scored,Own goals,Tackles,Shots,Assists,Passes,Goals_per_Game,Cards_per_Game,Pass_Accuracy_Estimate,Set
Athletic Club,Goalkeeper,Hodei Oleaga,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Test
Athletic Club,Goalkeeper,A. Remiro,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Train
Athletic Club,Goalkeeper,Herrerín,2.79,31,1,0,0,0,0,0,0,1,887.0,0.0,0.03225806451612903,0.0011273957158962795,Test
Athletic Club,Goalkeeper,Unai Simón,630.0,7,2,0,0,0,0,0,0,0,155.0,0.0,0.2857142857142857,0.0,Train
Athletic Club,Defender,Núñez,1.063,12,4,0,0,0,0,12,9,0,536.0,0.0,0.3333333333333333,0.0,Train
Athletic Club,Defender,I. Martínez,2.903,33,12,0,0,0,0,14,21,0,1.44,0.0,0.36363636363636365,0.0,Train
Athletic Club,Defender,Yeray,2.614,30,10,0,0,0,0,16,7,0,1.284,0.0,0.3333333333333333,0.0,Test
Athletic Club,Defender,San José,1.716,33,7,0,0,0,0,6,11,0,707.0,0.0,0.21212121212121213,0.0,Train
Athletic Club,Defender,Yuri B.,3.12,35,9,1,2,0,0,9,22,2,1.367,0.05714285714285714,0.3142857142857143,1.463057790782736,Train
Athletic Club,Defender,I. Lekue,210.0,4,1,0,0,0,0,0,0,0,85.0,0.0,0.25,0.0,Test
Athletic Club,Defender,Balenziaga,520.0,11,0,0,0,0,0,2,0,0,177.0,0.0,0.0,0.0,Test
Athletic Club,Midfielder,Nolaskoain,465.0,8,2,1,2,0,0,6,4,0,276.0,0.25,0.5,0.0,Test
Athletic Club,Midfielder,Beñat,2.045,27,8,0,1,0,0,1,13,2,1.166,0.037037037037037035,0.2962962962962963,1.7152658662092626,Train
Athletic Club,Midfielder,Iturraspe,97.0,3,1,0,0,0,0,0,0,0,80.0,0.0,0.3333333333333333,0.0,Train
Athletic Club,Midfielder,Córdoba,1.3219999999999998,23,4,0,0,0,0,0,16,5,406.0,0.0,0.17391304347826086,0.012315270935960592,Train
Athletic Club,Midfielder,Susaeta,1.38,22,2,1,1,0,0,1,11,2,524.0,0.045454545454545456,0.18181818181818182,0.003816793893129771,Train
Athletic Club,Midfielder,Dani García,2.482,29,13,0,0,0,0,8,1,0,1.396,0.0,0.4482758620689655,0.0,Train
Athletic Club,Midfielder,Mikel Rico,243.0,4,0,0,0,0,0,2,3,0,94.0,0.0,0.0,0.0,Train
Athletic Club,Midfielder,De Marcos,2.426,30,4,2,1,0,0,4,7,2,1.028,0.03333333333333333,0.26666666666666666,1.9455252918287937,Train
Athletic Club,Midfielder,Ibai,2.033,32,0,0,3,0,0,1,35,4,717.0,0.09375,0.0,0.005578800557880056,Train
Athletic Club,Midfielder,Capa,1.6369999999999998,25,9,0,0,0,0,2,7,0,686.0,0.0,0.36,0.0,Train
Athletic Club,Midfielder,Raúl García,2.379,33,13,0,9,2,0,1,63,3,892.0,0.2727272727272727,0.3939393939393939,0.0033632286995515697,Train
Athletic Club,Midfielder,Unai López,325.0,7,1,0,0,0,0,3,3,0,242.0,0.0,0.14285714285714285,0.0,Test
Athletic Club,Midfielder,Iñigo Vicente,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Train
Athletic Club,Forward,Gorka Guruzeta,45.0,6,0,0,0,0,0,0,1,0,9.0,0.0,0.0,0.0,Train
Athletic Club,Forward,Kenan Kodro,151.0,11,0,0,1,0,0,0,3,0,46.0,0.09090909090909091,0.0,0.0,Train
Athletic Club,Forward,Williams,3.036,38,3,0,13,0,0,1,56,4,686.0,0.34210526315789475,0.07894736842105263,0.0058309037900874635,Train
Athletic Club,Forward,Muniain ,2.385,34,7,0,7,1,0,3,20,4,1.187,0.20588235294117646,0.20588235294117646,3.369839932603201,Train
Athletic Club,Forward,Aduriz,941.0,20,4,0,2,2,0,1,19,0,230.0,0.1,0.2,0.0,Train
Atlético de Madrid,Goalkeeper,Alex Dos Santos,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Train
Atlético de Madrid,Goalkeeper,Adán,90.0,1,1,0,0,0,0,0,0,0,22.0,0.0,1.0,0.0,Test
Atlético de Madrid,Goalkeeper,Oblak ,3.33,37,0,0,0,0,0,0,0,0,759.0,0.0,0.0,0.0,Train
Atlético de Madrid,Defender,Godín,2.507,30,7,0,3,0,1,9,14,1,1.047,0.1,0.23333333333333334,0.9551098376313276,Train
Atlético de Madrid,Defender,Filipe Luis,2.037,27,4,0,2,0,0,3,10,2,1.287,0.07407407407407407,0.14814814814814814,1.5540015540015542,Test
Atlético de Madrid,Defender,Arias,1.77,25,4,0,1,0,0,2,7,1,790.0,0.04,0.16,0.0012658227848101266,Train
Atlético de Madrid,Defender,Savić,1.399,18,3,1,0,0,0,9,5,2,544.0,0.0,0.2777777777777778,0.003676470588235294,Train
Atlético de Madrid,Defender,Nehuen Pérez,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Train
Atlético de Madrid,Defender,Juanfran,1.609,22,7,0,0,0,0,5,0,2,770.0,0.0,0.3181818181818182,0.0025974025974025974,Train
Atlético de Madrid,Defender,L. Hernández,1.118,14,5,0,1,0,0,9,4,0,509.0,0.07142857142857142,0.35714285714285715,0.0,Train
Atlético de Madrid,Defender,J. M. Giménez,1.7719999999999998,21,5,0,0,0,0,14,13,0,718.0,0.0,0.23809523809523808,0.0,Train
Atlético de Madrid,Defender,Andrés Solano,45.0,1,0,0,0,0,0,0,0,0,26.0,0.0,0.0,0.0,Train
Atlético de Madrid,Defender,Francisco Montero,401.0,9,2,0,0,0,0,4,0,0,160.0,0.0,0.2222222222222222,0.0,Train
Atlético de Madrid,Defender,Manuel Sánchez,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Train
Atlético de Madrid,Midfielder,Thomas,2.064,32,7,1,3,0,0,5,31,4,1.327,0.09375,0.28125,3.014318010550113,Train
Atlético de Madrid,Midfielder,Koke,2.587,30,8,1,3,0,0,5,13,4,1.941,0.1,0.3333333333333333,2.0607934054611023,Train
Atlético de Madrid,Midfielder,Saúl,2.925,33,10,0,4,0,1,10,40,1,1.483,0.12121212121212122,0.30303030303030304,0.6743088334457181,Train
Atlético de Madrid,Midfielder,Rodrigo,2.742,34,5,0,3,0,0,11,25,1,1.927,0.08823529411764706,0.14705882352941177,0.5189413596263622,Train
Atlético de Madrid,Midfielder,Cristian Rodríguez,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Train
Atlético de Madrid,Midfielder,Mikel Carro,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Train
Atlético de Madrid,Midfielder,Borja Garcés,19.0,1,0,0,1,0,0,0,1,0,4.0,1.0,0.0,0.0,Train
Atlético de Madrid,Midfielder,Victor Mollejo,62.0,4,0,0,0,0,0,0,1,0,23.0,0.0,0.0,0.0,Train
Atlético de Madrid,Midfielder,Joaquín Muñoz,1.0,1,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,Train
Atlético de Madrid,Midfielder,Sergio Camello,45.0,1,0,0,1,0,0,0,3,0,9.0,1.0,0.0,0.0,Train
Atlético de Madrid,Midfielder,Gustavo Assunção,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Train
Atlético de Madrid,Forward,Griezmann,3.202,37,5,0,15,3,0,1,86,9,1.388,0.40540540540540543,0.13513513513513514,6.4841498559077815,Train
Atlético de Madrid,Forward,Kalinić,639.0,17,3,0,2,0,0,0,6,0,107.0,0.11764705882352941,0.17647058823529413,0.0,Test
Atlético de Madrid,Forward,Correa,1.92,36,7,1,3,0,0,5,21,2,714.0,0.08333333333333333,0.25,0.0028011204481792717,Train
Atlético de Madrid,Forward,Lemar,1.827,31,4,0,3,0,0,1,19,3,938.0,0.0967741935483871,0.12903225806451613,0.0031982942430703624,Train
Atlético de Madrid,Forward,Diego Costa,1.114,16,4,1,2,0,0,0,12,2,300.0,0.125,0.375,0.006666666666666667,Train
Atlético de Madrid,Forward,Morata,1.089,15,5,0,6,0,0,0,24,1,256.0,0.4,0.3333333333333333,0.00390625,Train
Atlético de Madrid,Forward,Vitolo,744.0,20,1,0,0,0,0,1,4,1,308.0,0.0,0.05,0.003246753246753247,Train
CD Leganés,Goalkeeper,Cuéllar,3.056,34,5,0,0,0,0,0,0,0,984.0,0.0,0.14705882352941177,0.0,Train
CD Leganés,Goalkeeper,Andrés,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Train
CD Leganés,Goalkeeper,Andriy Lunin,364.0,5,0,0,0,0,0,0,0,0,105.0,0.0,0.0,0.0,Test
CD Leganés,Goalkeeper,David Tejero,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Train
CD Leganés,Defender,Juanfran,1.459,23,0,0,1,0,0,4,5,1,456.0,0.043478260869565216,0.0,0.0021929824561403508,Train
CD Leganés,Defender,Bustinza M.,2.029,25,9,1,0,0,0,14,6,1,866.0,0.0,0.44,0.0011547344110854503,Train
CD Leganés,Defender,Diego Reyes,319.0,6,1,0,0,0,0,4,0,0,168.0,0.0,0.16666666666666666,0.0,Train
CD Leganés,Defender,J. Silva,2.7,30,9,0,3,0,0,2,19,6,887.0,0.1,0.3,0.006764374295377677,Test
CD Leganés,Defender,Nyom,1.712,23,8,1,1,0,0,2,4,1,491.0,0.043478260869565216,0.43478260869565216,0.002036659877800407,Train
CD Leganés,Defender,Kravets,484.0,6,2,0,0,0,0,1,3,0,165.0,0.0,0.3333333333333333,0.0,Test
CD Leganés,Defender,R. Tarín,1.429,18,3,0,0,0,0,5,4,0,468.0,0.0,0.16666666666666666,0.0,Train
CD Leganés,Defender,Muñoz,211.0,3,0,0,0,0,0,1,2,0,115.0,0.0,0.0,0.0,Test
CD Leganés,Defender,Siovas,2.963,34,5,0,1,0,0,15,17,0,1.35,0.029411764705882353,0.14705882352941177,0.0,Test
CD Leganés,Defender,K. Omeruo,2.434,28,7,0,0,0,0,11,2,0,963.0,0.0,0.25,0.0,Train
CD Leganés,Midfielder,Óscar,2.515,31,5,0,4,0,0,2,46,3,950.0,0.12903225806451613,0.16129032258064516,0.003157894736842105,Test
CD Leganés,Midfielder,Gumbau,1.196,16,4,1,1,1,0,2,13,1,399.0,0.0625,0.375,0.002506265664160401,Test
CD Leganés,Midfielder,Recio,1.287,18,9,0,0,0,0,2,8,0,651.0,0.0,0.5,0.0,Test
CD Leganés,Midfielder,El Zhar,954.0,27,0,0,4,1,0,0,18,0,258.0,0.14814814814814814,0.0,0.0,Test
CD Leganés,Midfielder,Szymanowski,9.0,1,0,0,0,0,0,0,0,0,5.0,0.0,0.0,0.0,Test
CD Leganés,Midfielder,Eraso,635.0,13,2,0,0,0,0,1,3,0,208.0,0.0,0.15384615384615385,0.0,Train
CD Leganés,Midfielder,Rubén Pérez J.,2.471,31,7,1,0,0,0,8,6,0,1.347,0.0,0.2903225806451613,0.0,Test
CD Leganés,Midfielder,Vesga,2.075,26,3,0,1,0,0,4,11,1,785.0,0.038461538461538464,0.11538461538461539,0.0012738853503184713,Test
CD Leganés,Midfielder,Javier Avilés,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Test
CD Leganés,Forward,Youssef En-Nesyri,2.104,31,7,0,9,0,1,3,64,2,465.0,0.2903225806451613,0.22580645161290322,0.004301075268817204,Test
CD Leganés,Forward,Carrillo,1.995,32,5,0,6,1,0,1,51,1,640.0,0.1875,0.15625,0.0015625,Train
CD Leganés,Forward,Jose Arnáiz,108.0,6,0,0,0,0,0,0,1,0,30.0,0.0,0.0,0.0,Test
CD Leganés,Forward,Sabin Merino,288.0,12,0,0,0,0,0,0,11,0,88.0,0.0,0.0,0.0,Train
CD Leganés,Forward,Santos,552.0,16,4,0,1,0,0,1,14,3,94.0,0.0625,0.25,0.031914893617021274,Test
CD Leganés,Forward,Braithwaite,1.4069999999999998,19,5,0,4,0,0,0,26,5,241.0,0.21052631578947367,0.2631578947368421,0.02074688796680498,Train
D. Alavés,Goalkeeper,Pacheco,3.15,35,3,0,0,0,0,0,0,0,956.0,0.0,0.08571428571428572,0.0,Test
D. Alavés,Goalkeeper,Sivera,270.0,3,0,0,0,0,0,0,0,0,88.0,0.0,0.0,0.0,Train
D. Alavés,Goalkeeper,Álex Domínguez,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Train
D. Alavés,Defender,Vigaray,646.0,8,1,0,0,0,0,1,1,0,154.0,0.0,0.125,0.0,Train
D. Alavés,Defender,R. Duarte,2.775,33,10,1,0,0,0,12,19,0,920.0,0.0,0.36363636363636365,0.0,Train
D. Alavés,Defender,Ely,431.0,5,1,0,0,0,0,7,2,0,160.0,0.0,0.2,0.0,Train
D. Alavés,Defender,Laguardia,3.24,36,12,0,1,0,1,19,16,2,1.267,0.027777777777777776,0.3333333333333333,1.5785319652722969,Train
D. Alavés,Defender,Maripán,2.008,23,5,0,2,0,0,19,11,2,708.0,0.08695652173913043,0.21739130434782608,0.002824858757062147,Train
D. Alavés,Defender,Ximo Navarro,2.533,31,7,0,2,0,0,11,7,2,823.0,0.06451612903225806,0.22580645161290322,0.002430133657351154,Train
D. Alavés,Defender,Adrián Marín,287.0,6,2,0,0,0,0,0,2,0,82.0,0.0,0.3333333333333333,0.0,Train
D. Alavés,Defender,Martín,2.0340000000000003,27,5,0,0,0,0,11,1,0,720.0,0.0,0.18518518518518517,0.0,Train
D. Alavés,Midfielder,Álex Blanco,14.0,2,0,0,0,0,0,0,0,0,6.0,0.0,0.0,0.0,Test
D. Alavés,Midfielder,T. Pina,2.343,28,13,0,2,0,0,4,9,0,1.054,0.07142857142857142,0.4642857142857143,0.0,Train
D. Alavés,Midfielder,Inui,1.211,20,0,0,2,0,0,0,18,0,347.0,0.1,0.0,0.0,Train
D. Alavés,Midfielder,Manu,2.325,34,6,0,1,0,1,7,24,1,933.0,0.029411764705882353,0.17647058823529413,0.0010718113612004287,Test
D. Alavés,Midfielder,Darko,1.581,24,5,0,0,0,0,4,3,1,619.0,0.0,0.20833333333333334,0.0016155088852988692,Train
D. Alavés,Midfielder,M. Wakaso,1.664,29,9,0,1,0,0,9,23,1,635.0,0.034482758620689655,0.3103448275862069,0.0015748031496062992,Train
D. Alavés,Midfielder,Jony,2.982,36,3,0,5,0,0,0,47,10,778.0,0.1388888888888889,0.08333333333333333,0.012853470437017995,Train
D. Alavés,Midfielder,Paulino De la Fuente,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Train
D. Alavés,Midfielder,Andrei Lupu,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Test
D. Alavés,Forward,Rolan,507.0,15,1,0,0,0,0,0,8,0,166.0,0.0,0.06666666666666667,0.0,Train
D. Alavés,Forward,Guidetti,621.0,22,2,0,2,0,0,0,9,1,143.0,0.09090909090909091,0.09090909090909091,0.006993006993006993,Train
D. Alavés,Forward,Calleri,2.8760000000000003,34,6,0,9,2,0,7,59,2,689.0,0.2647058823529412,0.17647058823529413,0.002902757619738752,Train
D. Alavés,Forward,Burgui,547.0,16,1,0,1,0,0,0,7,0,197.0,0.0625,0.0625,0.0,Train
D. Alavés,Forward,Borja,1.449,27,4,0,5,0,0,5,30,1,314.0,0.18518518518518517,0.14814814814814814,0.0031847133757961785,Train
D. Alavés,Forward,Twumasi,159.0,11,2,0,0,0,0,0,3,0,55.0,0.0,0.18181818181818182,0.0,Train
FC Barcelona,Goalkeeper,Ter Stegen,3.15,35,0,0,0,0,0,0,0,0,886.0,0.0,0.0,0.0,Train
FC Barcelona,Goalkeeper,Cillessen,270.0,3,0,0,0,0,0,0,0,0,97.0,0.0,0.0,0.0,Test
FC Barcelona,Goalkeeper,Iñaki Peña,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Train
FC Barcelona,Defender,Jeison Murillo,202.0,3,0,0,0,0,0,0,1,0,142.0,0.0,0.0,0.0,Train
FC Barcelona,Defender,N. Semedo,1.597,26,4,0,1,0,0,7,4,0,1.0759999999999998,0.038461538461538464,0.15384615384615385,0.0,Train
FC Barcelona,Defender,Piqué,3.15,35,6,0,4,0,0,27,17,2,2.39,0.11428571428571428,0.17142857142857143,0.8368200836820083,Train
FC Barcelona,Defender,Todibo,158.0,2,2,0,0,0,0,0,0,0,118.0,0.0,1.0,0.0,Train
FC Barcelona,Defender,Clement Lenglet,1.935,23,8,1,1,0,1,20,5,0,1.145,0.043478260869565216,0.43478260869565216,0.0,Train
FC Barcelona,Defender,Jordi Alba,2.988,36,6,0,2,0,0,6,9,8,2.36,0.05555555555555555,0.16666666666666666,3.3898305084745766,Train
FC Barcelona,Defender,S. Roberto,2.088,29,3,0,0,0,0,3,9,7,1.622,0.0,0.10344827586206896,4.315659679408138,Train
FC Barcelona,Defender,Umtiti,1.19,14,4,0,0,0,0,8,1,1,888.0,0.0,0.2857142857142857,0.0011261261261261261,Train
FC Barcelona,Defender,Vermaelen,587.0,9,2,0,0,0,0,2,2,0,364.0,0.0,0.2222222222222222,0.0,Train
FC Barcelona,Defender,Juan Miranda,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Train
FC Barcelona,Defender,Guillem Jaime,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Train
FC Barcelona,Midfielder,I. Rakitić,2.643,34,5,1,3,0,0,8,31,5,2.535,0.08823529411764706,0.20588235294117646,1.972386587771203,Train
FC Barcelona,Midfielder,Sergio,2.719,35,10,0,0,0,0,8,6,1,2.394,0.0,0.2857142857142857,0.4177109440267335,Test
FC Barcelona,Midfielder,Coutinho,2.022,34,2,0,5,0,0,2,47,2,1.388,0.14705882352941177,0.058823529411764705,1.4409221902017293,Test
FC Barcelona,Midfielder,Arthur,1.439,27,2,0,0,0,0,0,4,1,1.28,0.0,0.07407407407407407,0.78125,Train
FC Barcelona,Midfielder,Rafinha,225.0,5,1,0,0,0,0,1,2,0,145.0,0.0,0.2,0.0,Train
FC Barcelona,Midfielder,Aleñá,631.0,17,2,0,2,0,0,0,8,0,573.0,0.11764705882352941,0.11764705882352941,0.0,Train
FC Barcelona,Midfielder,Vidal,1.927,33,7,0,3,0,0,5,20,7,1.499,0.09090909090909091,0.21212121212121213,4.66977985323549,Train
FC Barcelona,Forward,Suárez,2.827,33,5,0,21,4,0,4,93,6,956.0,0.6363636363636364,0.15151515151515152,0.006276150627615063,Test
FC Barcelona,Forward,Messi,2.71,34,3,0,36,4,0,0,140,13,1.83,1.0588235294117647,0.08823529411764706,7.103825136612022,Train
FC Barcelona,Forward,O. Dembélé,1.671,29,1,0,8,0,0,0,33,5,910.0,0.27586206896551724,0.034482758620689655,0.005494505494505495,Train
FC Barcelona,Forward,Malcom,608.0,15,0,0,1,0,0,0,10,2,305.0,0.06666666666666667,0.0,0.006557377049180328,Test
FC Barcelona,Forward,Kevin-Prince Boateng,240.0,3,1,0,0,0,0,0,3,0,60.0,0.0,0.3333333333333333,0.0,Train
Getafe CF,Goalkeeper,Chichizola,90.0,1,0,0,0,0,0,0,0,0,24.0,0.0,0.0,0.0,Train
Getafe CF,Goalkeeper,David Soria,3.33,37,0,0,0,0,0,0,0,0,1.037,0.0,0.0,0.0,Train
Getafe CF,Goalkeeper,R. Yáñez,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Test
Getafe CF,Defender,Djené,2.98,34,10,2,0,0,0,11,9,0,974.0,0.0,0.4117647058823529,0.0,Test
Getafe CF,Defender,Antunes,2.182,28,5,0,1,0,0,7,23,3,789.0,0.03571428571428571,0.17857142857142858,0.0038022813688212928,Train
Getafe CF,Defender,Bruno,1.6969999999999998,23,5,1,0,0,0,6,5,1,500.0,0.0,0.30434782608695654,0.002,Train
Getafe CF,Defender,Cabrera,2.793,32,9,1,2,0,1,16,18,0,960.0,0.0625,0.34375,0.0,Train
Getafe CF,Defender,Olivera,1.01,14,4,1,0,0,0,2,3,1,315.0,0.0,0.42857142857142855,0.0031746031746031746,Train
Getafe CF,Defender,Miquel,317.0,7,1,0,0,0,0,4,0,0,91.0,0.0,0.14285714285714285,0.0,Train
Getafe CF,Defender,Damián Suárez,3.24,36,12,0,0,0,0,6,9,3,1.3230000000000002,0.0,0.3333333333333333,2.2675736961451243,Train
Getafe CF,Defender,Foulquier,1.809,25,7,0,3,0,0,2,9,2,398.0,0.12,0.28,0.005025125628140704,Train
Getafe CF,Defender,Miguel Ángel Rubio,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Train
Getafe CF,Midfielder,M. Bergara,50.0,3,0,0,0,0,0,0,0,0,17.0,0.0,0.0,0.0,Train
Getafe CF,Midfielder,Portillo,1.991,32,3,1,1,0,0,0,7,4,749.0,0.03125,0.15625,0.0053404539385847796,Test
Getafe CF,Midfielder,Gaku,389.0,7,0,0,0,0,0,0,4,0,116.0,0.0,0.0,0.0,Train
Getafe CF,Midfielder,Samu Sáiz,299.0,10,2,0,1,0,0,0,6,0,132.0,0.1,0.2,0.0,Train
Getafe CF,Midfielder,S. Cristóforo,442.0,15,3,0,0,0,0,0,1,2,143.0,0.0,0.2,0.013986013986013986,Test
Getafe CF,Midfielder,Mathieu Flamini,449.0,10,5,0,0,0,0,1,0,0,135.0,0.0,0.5,0.0,Train
Getafe CF,Midfielder,Arambarri,2.685,33,8,0,1,0,1,9,23,2,739.0,0.030303030303030304,0.24242424242424243,0.0027063599458728013,Train
Getafe CF,Midfielder,Maksimovic,3.2110000000000003,36,5,0,1,0,0,15,24,0,769.0,0.027777777777777776,0.1388888888888889,0.0,Train
Getafe CF,Midfielder,Hugo Duro,414.0,11,0,0,0,0,0,1,4,0,59.0,0.0,0.0,0.0,Train
Getafe CF,Forward,Mata,2.436,34,10,0,14,4,0,0,49,6,649.0,0.4117647058823529,0.29411764705882354,0.009244992295839754,Test
Getafe CF,Forward,Ángel ,1.82,37,4,0,8,0,0,1,50,3,317.0,0.21621621621621623,0.10810810810810811,0.00946372239747634,Train
Getafe CF,Forward,Jorge Molina,2.647,38,2,0,14,2,0,0,39,5,735.0,0.3684210526315789,0.05263157894736842,0.006802721088435374,Test
Girona FC,Goalkeeper,J. Suárez,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Train
Girona FC,Goalkeeper,Iraizoz,558.0,7,0,0,0,0,0,0,0,0,187.0,0.0,0.0,0.0,Test
Girona FC,Goalkeeper,Bono,2.862,32,2,0,0,0,1,0,1,0,849.0,0.0,0.0625,0.0,Train
Girona FC,Defender,Bernardo,2.729,31,2,2,1,0,0,31,15,1,1.392,0.03225806451612903,0.1935483870967742,0.7183908045977012,Train
Girona FC,Defender,Johan Mojica,19.0,1,0,0,0,0,0,0,0,0,6.0,0.0,0.0,0.0,Train
Girona FC,Defender,Ramalho,1.619,22,4,0,1,0,1,11,5,0,716.0,0.045454545454545456,0.18181818181818182,0.0,Train
Girona FC,Defender,Alcalá,1.868,25,9,0,1,0,0,18,12,1,863.0,0.04,0.36,0.0011587485515643105,Test
Girona FC,Defender,Aday Benítez,647.0,10,2,0,0,0,0,0,5,2,219.0,0.0,0.2,0.0091324200913242,Train
Girona FC,Defender,Raúl C.,1.234,15,2,0,0,0,0,6,4,1,424.0,0.0,0.13333333333333333,0.0023584905660377358,Train
Girona FC,Defender,Juanpe,2.769,33,8,0,0,0,0,15,18,0,1.548,0.0,0.24242424242424243,0.0,Train
Girona FC,Defender,Muniesa,1.403,19,6,0,0,0,0,6,6,0,765.0,0.0,0.3157894736842105,0.0,Test
Girona FC,Defender,Planas,418.0,7,3,0,0,0,0,0,1,1,184.0,0.0,0.42857142857142855,0.005434782608695652,Train
Girona FC,Defender,Èric Montes,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Train
Girona FC,Midfielder,Kevin Soni,78.0,5,1,0,0,0,0,0,3,0,22.0,0.0,0.2,0.0,Train
Girona FC,Midfielder,Paik,58.0,3,0,0,0,0,0,0,0,0,20.0,0.0,0.0,0.0,Train
Girona FC,Midfielder,Yhoan Andzouana,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Train
Girona FC,Midfielder,Granell,2.392,32,5,0,0,0,0,5,33,4,1.306,0.0,0.15625,3.0627871362940273,Train
Girona FC,Midfielder,Pere Pons,2.7960000000000003,34,4,0,1,0,0,12,17,2,1.1840000000000002,0.029411764705882353,0.11764705882352941,1.689189189189189,Train
Girona FC,Midfielder,Borja García,2.636,33,0,1,1,0,0,2,24,3,1.288,0.030303030303030304,0.06060606060606061,2.329192546583851,Test
Girona FC,Midfielder,Douglas Luiz,1.487,23,7,0,0,0,0,7,10,0,728.0,0.0,0.30434782608695654,0.0,Test
Girona FC,Midfielder,Roberts,594.0,19,0,0,0,0,0,0,7,0,174.0,0.0,0.0,0.0,Train
Girona FC,Midfielder,Aleix García,1.665,31,1,0,2,0,0,6,13,1,1.073,0.06451612903225806,0.03225806451612903,0.9319664492078286,Train
