Team,Position,Name,Minutes played,Games played,Yellow Cards,Red Cards,Goals scored,Penalties scored,Own goals,Tackles,Shots,Assists,Passes,Goals_per_Game,Cards_per_Game,Pass_Accuracy_Estimate,Set
Real Madrid,Defender,Varane,2.755,32,0,1,2,0,0,9,12,0,1.707,0.0625,0.0625,0.0,Train
Real Madrid,Defender,Nacho,1.7009999999999998,20,6,1,0,0,0,7,5,1,987.0,0.0,0.4,0.0010131712259371835,Train
Real Madrid,Defender,Marcelo,1.841,23,6,0,2,0,0,2,27,2,1.324,0.08695652173913043,0.2608695652173913,1.510574018126888,Test
Real Madrid,Defender,Odriozola,1.179,14,2,0,0,0,0,1,1,2,594.0,0.0,0.14285714285714285,0.003367003367003367,Test
Real Madrid,Defender,Reguilón,1.121,14,3,0,0,0,0,3,4,2,666.0,0.0,0.21428571428571427,0.003003003003003003,Train
Real Madrid,Defender,Adrián de la Fuente,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Train
Real Madrid,Defender,Francisco Garcia,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Train
Real Madrid,Midfielder,Kroos,2.227,28,2,0,0,0,0,4,20,4,2.072,0.0,0.07142857142857142,1.9305019305019304,Train
Real Madrid,Midfielder,Modrić,2.617,34,6,0,3,0,0,3,26,6,1.891,0.08823529411764706,0.17647058823529413,3.1729243786356425,Train
Real Madrid,Midfielder,Casemiro,2.316,29,5,1,3,0,0,12,29,0,1.618,0.10344827586206896,0.2413793103448276,0.0,Train
Real Madrid,Midfielder,Valverde,651.0,16,4,0,0,0,0,2,4,0,373.0,0.0,0.25,0.0,Train
Real Madrid,Midfielder,M. Llorente,540.0,7,1,0,0,0,0,0,1,0,375.0,0.0,0.14285714285714285,0.0,Train
Real Madrid,Midfielder,Asensio,1.778,30,3,0,1,0,0,1,33,4,912.0,0.03333333333333333,0.1,0.0043859649122807015,Train
Real Madrid,Midfielder,Brahim Díaz,378.0,9,0,0,1,0,0,0,7,1,163.0,0.1111111111111111,0.0,0.006134969325153374,Train
Real Madrid,Midfielder,Isco,1.186,27,3,0,3,0,0,1,16,2,928.0,0.1111111111111111,0.1111111111111111,0.0021551724137931034,Train
Real Madrid,Midfielder,D. Ceballos,1.246,23,3,0,3,0,0,1,12,0,1.015,0.13043478260869565,0.13043478260869565,0.0,Train
Real Madrid,Midfielder,Álvaro Fidalgo,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Test
Real Madrid,Midfielder,Jaume Grau,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Train
Real Madrid,Forward,Cristo González,45.0,1,0,0,0,0,0,0,0,0,10.0,0.0,0.0,0.0,Train
Real Madrid,Forward,Mariano,439.0,13,2,0,3,0,0,0,15,0,92.0,0.23076923076923078,0.15384615384615385,0.0,Test
Real Madrid,Forward,Benzema,2.9610000000000003,36,1,0,21,3,0,1,85,6,1.183,0.5833333333333334,0.027777777777777776,5.07185122569738,Train
Real Madrid,Forward,Bale,1.7919999999999998,29,4,0,8,1,0,3,67,3,690.0,0.27586206896551724,0.13793103448275862,0.004347826086956522,Train
Real Madrid,Forward,L. Vázquez,1.501,31,4,1,1,0,0,1,18,3,875.0,0.03225806451612903,0.1935483870967742,0.0034285714285714284,Train
Real Madrid,Forward,Vinicius,864.0,18,0,0,2,0,0,1,31,0,285.0,0.1111111111111111,0.0,0.0,Train
Real Sociedad,Goalkeeper,Andoni Zubiaurre,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Train
Real Sociedad,Goalkeeper,Gero Rulli,2.43,27,3,0,0,0,0,0,0,0,983.0,0.0,0.1111111111111111,0.0,Train
Real Sociedad,Goalkeeper,Moyà,990.0,11,1,0,0,0,0,0,0,0,326.0,0.0,0.09090909090909091,0.0,Train
Real Sociedad,Defender,Zaldúa,2.141,26,7,0,1,0,0,3,5,2,899.0,0.038461538461538464,0.2692307692307692,0.002224694104560623,Train
Real Sociedad,Defender,Llorente R.,1.755,21,5,0,0,0,1,15,6,0,1.098,0.0,0.23809523809523808,0.0,Train
Real Sociedad,Defender,H.Moreno,1.929,25,2,0,1,0,0,19,4,0,1.192,0.04,0.08,0.0,Test
Real Sociedad,Defender,Aritz,2.253,27,5,0,1,0,0,7,9,0,1.108,0.037037037037037035,0.18518518518518517,0.0,Test
Real Sociedad,Defender,Gorosabel,454.0,7,0,0,0,0,0,1,2,0,210.0,0.0,0.0,0.0,Test
Real Sociedad,Defender,Theo,1.976,24,5,1,1,0,0,5,19,2,909.0,0.041666666666666664,0.2916666666666667,0.0022002200220022,Train
Real Sociedad,Defender,Rodrigues,483.0,7,1,0,0,0,0,3,2,0,181.0,0.0,0.14285714285714285,0.0,Train
Real Sociedad,Defender,Raúl Navas,1.311,16,4,0,0,0,0,9,2,0,864.0,0.0,0.25,0.0,Train
Real Sociedad,Defender,Robin Le Normand,283.0,4,1,0,0,0,0,0,1,1,220.0,0.0,0.25,0.004545454545454545,Train
Real Sociedad,Defender,Aihen Muñoz,954.0,11,0,0,0,0,0,9,1,0,399.0,0.0,0.0,0.0,Train
Real Sociedad,Defender,Alex Sola,90.0,1,0,0,0,0,0,0,2,0,52.0,0.0,0.0,0.0,Train
Real Sociedad,Midfielder,Ander Guevara,90.0,1,0,0,0,0,0,0,3,0,42.0,0.0,0.0,0.0,Train
Real Sociedad,Midfielder,Illarramendi,1.822,23,8,0,1,0,0,9,11,1,1.238,0.043478260869565216,0.34782608695652173,0.8077544426494346,Train
Real Sociedad,Midfielder,Zubeldia,2.551,33,7,0,0,0,0,6,10,1,1.2,0.0,0.21212121212121213,0.8333333333333334,Train
Real Sociedad,Midfielder,Merino,2.06,29,8,1,3,0,0,2,20,3,1.089,0.10344827586206896,0.3448275862068966,2.7548209366391188,Train
Real Sociedad,Midfielder,R. Pardo,1.3730000000000002,24,3,0,1,0,0,6,11,2,805.0,0.041666666666666664,0.125,0.002484472049689441,Train
Real Sociedad,Midfielder,Merquelanz,4.0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Train
Real Sociedad,Midfielder,Zurutuza,1.223,21,2,0,2,0,0,4,9,0,603.0,0.09523809523809523,0.09523809523809523,0.0,Train
Real Sociedad,Midfielder,Sangalli ,999.0,18,0,0,1,0,0,1,10,3,361.0,0.05555555555555555,0.0,0.008310249307479225,Train
Real Sociedad,Midfielder,Roberto López,28.0,1,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,Train
Real Sociedad,Midfielder,Näis Djouahra,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Train
Real Sociedad,Midfielder,Ander Barrenetxea,398.0,9,0,0,1,0,0,0,3,0,105.0,0.1111111111111111,0.0,0.0,Train
Real Sociedad,Midfielder,Martín Zubimendi,6.0,1,0,0,0,0,0,0,0,0,4.0,0.0,0.0,0.0,Train
Real Sociedad,Midfielder,Zourdine Thior,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Train
Real Sociedad,Forward,Juanmi,1.52,30,3,1,5,0,0,0,35,2,359.0,0.16666666666666666,0.16666666666666666,0.005571030640668524,Train
Real Sociedad,Forward,Oyarzabal,3.159,37,2,0,13,3,1,3,50,2,924.0,0.35135135135135137,0.05405405405405406,0.0021645021645021645,Train
Real Sociedad,Forward,Januzaj,1.252,20,1,0,1,0,0,0,22,3,431.0,0.05,0.05,0.0069605568445475635,Train
Real Sociedad,Forward,Willian J.,2.374,31,5,1,11,5,0,5,46,5,755.0,0.3548387096774194,0.22580645161290322,0.006622516556291391,Test
Real Sociedad,Forward,Bautista,587.0,18,1,0,1,0,0,1,17,0,136.0,0.05555555555555555,0.05555555555555555,0.0,Train
Real Sociedad,Forward,Sandro,1.05,24,4,0,0,0,0,1,33,0,342.0,0.0,0.16666666666666666,0.0,Train
SD Eibar,Goalkeeper,Dmitrović,2.16,24,3,0,0,0,0,0,0,0,692.0,0.0,0.125,0.0,Train
SD Eibar,Goalkeeper,Riesgo,1.26,14,1,0,0,0,0,0,0,0,347.0,0.0,0.07142857142857142,0.0,Train
SD Eibar,Defender,J. Calavera,1.0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Test
SD Eibar,Defender,Bigas,584.0,10,1,0,0,0,0,2,3,1,296.0,0.0,0.1,0.0033783783783783786,Train
SD Eibar,Defender,N. E. Ramis ,1.682,21,4,0,0,0,0,5,13,0,809.0,0.0,0.19047619047619047,0.0,Train
SD Eibar,Defender,Paulo,2.2430000000000003,28,4,0,0,0,1,10,8,0,1.01,0.0,0.14285714285714285,0.0,Train
SD Eibar,Defender,Cote,3.034,35,9,0,1,0,0,5,15,1,1.4880000000000002,0.02857142857142857,0.2571428571428571,0.6720430107526881,Test
SD Eibar,Defender,Cucurella,2.356,31,6,0,1,0,0,3,15,2,848.0,0.03225806451612903,0.1935483870967742,0.0023584905660377358,Train
SD Eibar,Defender,Arbilla,1.95,25,3,1,1,0,0,5,11,2,1.116,0.04,0.2,1.7921146953405016,Train
SD Eibar,Midfielder,Escalante,1.7819999999999998,32,6,0,4,0,0,2,16,1,756.0,0.125,0.1875,0.0013227513227513227,Test
SD Eibar,Midfielder,Sergio A.,1.064,19,1,0,0,0,0,4,2,0,498.0,0.0,0.05263157894736842,0.0,Test
SD Eibar,Midfielder,P. Diop,2.356,28,11,0,1,0,0,1,30,1,1.129,0.03571428571428571,0.39285714285714285,0.8857395925597874,Train
SD Eibar,Midfielder,R. Peña,2.673,31,3,0,1,0,0,9,15,2,1.349,0.03225806451612903,0.0967741935483871,1.4825796886582654,Train
SD Eibar,Midfielder,Orellana,2.738,33,4,0,3,1,0,0,63,5,1.164,0.09090909090909091,0.12121212121212122,4.29553264604811,Train
SD Eibar,Midfielder,De Blasis,1.517,24,3,1,2,0,0,0,10,0,641.0,0.08333333333333333,0.20833333333333334,0.0,Train
SD Eibar,Midfielder,P. León,426.0,9,0,0,1,0,0,0,7,0,122.0,0.1111111111111111,0.0,0.0,Test
SD Eibar,Midfielder,Pere Milla,344.0,5,0,0,0,0,0,1,2,0,114.0,0.0,0.0,0.0,Train
SD Eibar,Midfielder,Jordán,2.878,36,10,0,4,0,0,4,44,4,1.6840000000000002,0.1111111111111111,0.2777777777777778,2.375296912114014,Test
SD Eibar,Midfielder,Miguel Marí,67.0,2,0,0,0,0,0,0,1,0,40.0,0.0,0.0,0.0,Train
SD Eibar,Forward,Marc,597.0,17,1,0,3,0,0,0,13,1,165.0,0.17647058823529413,0.058823529411764705,0.006060606060606061,Test
SD Eibar,Forward,Sergi Enrich,2.592,35,4,0,7,0,0,1,57,4,925.0,0.2,0.11428571428571428,0.004324324324324324,Train
SD Eibar,Forward,Kike G.,1.294,30,0,0,3,0,0,0,40,0,394.0,0.1,0.0,0.0,Train
SD Eibar,Forward,Charles L.,1.734,34,4,0,14,6,0,1,57,1,545.0,0.4117647058823529,0.11764705882352941,0.001834862385321101,Train
SD Huesca,Goalkeeper,Javi Varas,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Train
SD Huesca,Goalkeeper,Santamaría,1.8,20,1,0,0,0,0,0,0,0,546.0,0.0,0.05,0.0,Train
SD Huesca,Goalkeeper,Jovanović,1.08,12,1,0,0,0,0,0,0,0,309.0,0.0,0.08333333333333333,0.0,Train
SD Huesca,Defender,Mantovani,699.0,9,2,0,2,0,1,3,4,0,226.0,0.2222222222222222,0.2222222222222222,0.0,Test
SD Huesca,Defender,Etxeita,2.678,31,11,0,4,0,1,25,18,0,882.0,0.12903225806451613,0.3548387096774194,0.0,Train
SD Huesca,Defender,Diéguez,749.0,9,3,0,0,0,0,4,1,0,204.0,0.0,0.3333333333333333,0.0,Train
SD Huesca,Defender,J. Pulido,2.7880000000000003,32,8,2,3,0,1,18,17,3,921.0,0.09375,0.375,0.003257328990228013,Train
SD Huesca,Defender,Akapo,1.012,13,2,0,0,0,0,2,4,0,348.0,0.0,0.15384615384615385,0.0,Train
SD Huesca,Defender,Luisinho,509.0,7,4,0,0,0,0,1,3,0,195.0,0.0,0.5714285714285714,0.0,Test
SD Huesca,Defender,Insua,779.0,10,4,0,0,0,0,0,2,0,246.0,0.0,0.4,0.0,Train
SD Huesca,Defender,Miramón,2.496,30,5,0,1,0,0,11,7,0,983.0,0.03333333333333333,0.16666666666666666,0.0,Train
SD Huesca,Midfielder,Aguilera,347.0,6,0,0,0,0,0,2,3,0,184.0,0.0,0.0,0.0,Train
SD Huesca,Midfielder,Moi Gómez,3.0610000000000004,36,3,0,2,0,0,3,17,7,1.42,0.05555555555555555,0.08333333333333333,4.929577464788733,Train
SD Huesca,Midfielder,Ferreiro,2.276,35,5,0,1,0,0,1,22,3,739.0,0.02857142857142857,0.14285714285714285,0.0040595399188092015,Train
SD Huesca,Midfielder,Melero,1.346,22,3,0,2,1,0,4,19,1,716.0,0.09090909090909091,0.13636363636363635,0.0013966480446927375,Train
SD Huesca,Midfielder,Camacho,34.0,3,0,0,0,0,0,0,3,0,22.0,0.0,0.0,0.0,Train
SD Huesca,Midfielder,Álex Gallar,1.002,25,2,0,4,1,0,1,19,1,407.0,0.16,0.08,0.002457002457002457,Test
SD Huesca,Midfielder,Javi Galán,1.44,16,7,0,0,0,0,1,2,2,396.0,0.0,0.4375,0.005050505050505051,Train
SD Huesca,Midfielder,Rivera,1.694,22,2,0,2,0,0,4,11,0,682.0,0.09090909090909091,0.09090909090909091,0.0,Train
SD Huesca,Midfielder,Juanpi,672.0,14,2,0,2,1,0,0,8,2,217.0,0.14285714285714285,0.14285714285714285,0.009216589861751152,Train
SD Huesca,Midfielder,Herrera,1.158,16,5,0,0,0,0,1,10,0,433.0,0.0,0.3125,0.0,Train
SD Huesca,Midfielder,Musto,1.6869999999999998,24,11,0,0,0,0,11,11,0,775.0,0.0,0.4583333333333333,0.0,Train
SD Huesca,Forward,Cucho Hernández,2.15,34,6,0,4,2,0,2,68,3,544.0,0.11764705882352941,0.17647058823529413,0.0055147058823529415,Train
SD Huesca,Forward,Chimy Ávila,1.993,34,9,1,10,1,0,2,66,2,523.0,0.29411764705882354,0.3235294117647059,0.0038240917782026767,Train
SD Huesca,Forward,Enric Gallego,1.541,19,4,0,5,0,0,2,28,1,374.0,0.2631578947368421,0.21052631578947367,0.00267379679144385,Train
Sevilla FC,Goalkeeper,Tomáš Vaclík,2.97,33,1,0,0,0,0,0,0,0,813.0,0.0,0.030303030303030304,0.0,Train
Sevilla FC,Goalkeeper,Juan Soriano,359.0,4,0,1,0,0,0,0,0,0,119.0,0.0,0.5,0.0,Train
Sevilla FC,Goalkeeper,Javier Díaz,90.0,1,0,0,0,0,0,0,0,0,21.0,0.0,0.0,0.0,Train
Sevilla FC,Defender,Sergi Gómez,2.766,32,1,0,0,0,0,20,6,0,1.457,0.0,0.03125,0.0,Train
Sevilla FC,Defender,Kjaer,2.015,26,5,0,0,0,0,34,11,0,907.0,0.0,0.19230769230769232,0.0,Test
Sevilla FC,Defender,Carriço,2.132,24,10,0,1,0,0,12,7,1,1.001,0.041666666666666664,0.4166666666666667,0.9990009990009991,Train
Sevilla FC,Defender,Maximilian Wöber,536.0,7,2,0,0,0,0,0,4,0,260.0,0.0,0.2857142857142857,0.0,Train
Sevilla FC,Defender,Escudero,1.5490000000000002,21,6,1,0,0,0,4,18,1,744.0,0.0,0.38095238095238093,0.0013440860215053765,Train
Sevilla FC,Defender,Arana,633.0,9,3,0,0,0,0,3,4,0,220.0,0.0,0.3333333333333333,0.0,Train
Sevilla FC,Defender,Gnagnon,444.0,7,2,0,0,0,0,2,3,0,258.0,0.0,0.2857142857142857,0.0,Test
Sevilla FC,Defender,Mercado,1.737,23,10,0,2,0,0,12,11,1,744.0,0.08695652173913043,0.43478260869565216,0.0013440860215053765,Train
Sevilla FC,Midfielder,Amadou,757.0,17,2,0,0,0,0,4,5,0,352.0,0.0,0.11764705882352941,0.0,Test
Sevilla FC,Midfielder,R. Mesa,1.745,31,10,0,2,0,0,0,19,2,914.0,0.06451612903225806,0.3225806451612903,0.002188183807439825,Train
Sevilla FC,Midfielder,Banega,2.676,32,15,2,3,2,0,5,19,4,2.091,0.09375,0.59375,1.9129603060736489,Train
Sevilla FC,Midfielder,Aleix Vidal,526.0,11,3,0,0,0,0,0,7,0,251.0,0.0,0.2727272727272727,0.0,Train
Sevilla FC,Midfielder,Gonalons,536.0,10,0,0,0,0,0,4,1,0,333.0,0.0,0.0,0.0,Train
Sevilla FC,Midfielder,J. Navas,2.712,32,8,0,1,0,0,5,28,5,1.418,0.03125,0.25,3.526093088857546,Train
Sevilla FC,Midfielder,Sarabia,2.728,33,9,0,12,1,0,3,62,13,1.208,0.36363636363636365,0.2727272727272727,10.76158940397351,Train
Sevilla FC,Midfielder,Marko Rog,354.0,10,5,0,0,0,0,0,1,0,206.0,0.0,0.5,0.0,Train
Sevilla FC,Midfielder,Vázquez,2.287,34,8,1,3,0,0,2,33,4,1.068,0.08823529411764706,0.29411764705882354,3.745318352059925,Train
Sevilla FC,Midfielder,Bryan Gil Salvatierra,157.0,11,0,0,1,0,0,0,2,1,65.0,0.09090909090909091,0.0,0.015384615384615385,Train
Sevilla FC,Forward,Nolito,73.0,4,0,0,0,0,0,0,2,0,27.0,0.0,0.0,0.0,Train
Sevilla FC,Forward,Ben Yedder,2.819,35,4,0,18,2,0,0,64,9,755.0,0.5142857142857142,0.11428571428571428,0.011920529801324504,Train
Sevilla FC,Forward,André Silva,2.1630000000000003,27,4,0,9,0,0,1,48,0,538.0,0.3333333333333333,0.14814814814814814,0.0,Train
Sevilla FC,Forward,Munir,1.192,23,2,0,6,0,0,0,27,2,376.0,0.2608695652173913,0.08695652173913043,0.005319148936170213,Train
Sevilla FC,Forward,Promes,1.569,33,2,0,2,0,0,3,19,3,757.0,0.06060606060606061,0.06060606060606061,0.003963011889035667,Train
Valencia CF,Goalkeeper,Domenech,360.0,4,0,0,0,0,0,0,0,0,73.0,0.0,0.0,0.0,Train
Valencia CF,Goalkeeper,Neto,3.06,34,2,0,0,0,0,0,0,0,691.0,0.0,0.058823529411764705,0.0,Train
Valencia CF,Defender,Roncaglia,1.6740000000000002,19,6,1,0,0,0,7,4,0,806.0,0.0,0.42105263157894735,0.0,Train
Valencia CF,Defender,Gabriel Paulista,2.625,30,6,0,0,0,0,21,8,1,1.298,0.0,0.2,0.7704160246533127,Train
Valencia CF,Defender,Diakhaby,1.574,22,9,0,2,0,0,16,8,0,696.0,0.09090909090909091,0.4090909090909091,0.0,Train
Valencia CF,Defender,Gayá,3.138,35,10,0,1,0,0,6,12,1,1.4509999999999998,0.02857142857142857,0.2857142857142857,0.6891798759476224,Train
Valencia CF,Defender,Lato,270.0,4,1,0,0,0,0,3,2,0,141.0,0.0,0.25,0.0,Train
Valencia CF,Defender,Piccini ,1.868,23,3,0,1,0,0,7,9,0,771.0,0.043478260869565216,0.13043478260869565,0.0,Train
Valencia CF,Defender,Garay,2.137,24,4,0,2,0,0,23,10,0,1.07,0.08333333333333333,0.16666666666666666,0.0,Test
Valencia CF,Defender,Hugo Guillamón,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Test
Valencia CF,Midfielder,Kondogbia,1.244,19,1,0,1,0,0,7,16,1,744.0,0.05263157894736842,0.05263157894736842,0.0013440860215053765,Test
Valencia CF,Midfielder,Gonçalo Guedes,1.469,25,2,0,5,0,0,0,27,3,598.0,0.2,0.08,0.005016722408026756,Train
Valencia CF,Midfielder,Carlos Soler,2.466,31,9,0,2,0,1,6,29,6,902.0,0.06451612903225806,0.2903225806451613,0.0066518847006651885,Train
Valencia CF,Midfielder,Parejo,3.062,36,6,1,9,5,0,7,36,7,2.215,0.25,0.2222222222222222,3.160270880361174,Test
Valencia CF,Midfielder,Chéryshev,1.709,27,2,0,2,0,0,3,23,2,606.0,0.07407407407407407,0.07407407407407407,0.0033003300330033004,Train
Valencia CF,Midfielder,Lee Kang-In,21.0,3,1,0,0,0,0,0,1,0,13.0,0.0,0.3333333333333333,0.0,Train
Valencia CF,Midfielder,Coquelin,1.766,26,5,0,0,0,0,5,9,1,967.0,0.0,0.19230769230769232,0.001034126163391934,Train
Valencia CF,Midfielder,Wass,2.355,32,4,0,1,0,1,4,18,3,1.148,0.03125,0.125,2.613240418118467,Train
Valencia CF,Midfielder,Fran Navarro,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Train
Valencia CF,Forward,Gameiro,1.605,33,1,0,6,0,0,2,29,1,422.0,0.18181818181818182,0.030303030303030304,0.002369668246445498,Train
Valencia CF,Forward,Rodrigo,2.5340000000000003,33,3,1,8,0,0,1,69,6,829.0,0.24242424242424243,0.15151515151515152,0.007237635705669481,Train
Valencia CF,Forward,Ferrán,843.0,24,5,0,2,0,0,1,14,1,292.0,0.08333333333333333,0.20833333333333334,0.003424657534246575,Train
Valencia CF,Forward,S. Mina,1.858,30,4,0,7,0,0,2,38,5,463.0,0.23333333333333334,0.13333333333333333,0.01079913606911447,Test
Valencia CF,Forward,Sobrino,1.155,24,3,0,3,0,0,2,19,1,281.0,0.125,0.125,0.0035587188612099642,Train
Villarreal CF,Goalkeeper,S. Asenjo ,2.88,32,0,0,0,0,0,0,0,0,686.0,0.0,0.0,0.0,Test
Villarreal CF,Goalkeeper,Andrés Fdez,540.0,6,2,0,0,0,0,0,0,0,171.0,0.0,0.3333333333333333,0.0,Train
Villarreal CF,Goalkeeper,Barbosa,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Train
Villarreal CF,Defender,Quintillà,628.0,7,1,0,0,0,0,2,3,0,279.0,0.0,0.14285714285714285,0.0,Train
Villarreal CF,Defender,Mario Gaspar,2.6010000000000004,31,15,1,1,0,0,11,16,2,1.053,0.03225806451612903,0.5483870967741935,1.8993352326685662,Train
Villarreal CF,Defender,Álvaro ,2.965,33,13,2,1,0,0,24,13,2,1.496,0.030303030303030304,0.5151515151515151,1.3368983957219251,Train
Villarreal CF,Defender,Funes Mori,2.628,31,14,0,2,0,1,24,15,1,1.212,0.06451612903225806,0.45161290322580644,0.8250825082508251,Train
Villarreal CF,Defender,Víctor Ruiz,1.976,22,10,0,0,0,0,16,6,0,1.197,0.0,0.45454545454545453,0.0,Train
Villarreal CF,Defender,J. Costa,1.4980000000000002,21,6,0,1,0,1,3,9,0,778.0,0.047619047619047616,0.2857142857142857,0.0,Train
Villarreal CF,Defender,Miguelón,543.0,8,1,0,0,0,0,2,2,0,163.0,0.0,0.125,0.0,Train
Villarreal CF,Defender,Bonera,233.0,5,1,0,0,0,1,5,0,0,93.0,0.0,0.2,0.0,Train
Villarreal CF,Midfielder,Manuel Morlanes,611.0,10,2,0,0,0,0,3,2,3,320.0,0.0,0.2,0.009375,Train
Villarreal CF,Midfielder,Cáseres,1.588,23,10,0,0,0,0,9,4,1,862.0,0.0,0.43478260869565216,0.001160092807424594,Train
Villarreal CF,Midfielder,P. Fornals,2.483,35,4,0,2,0,0,4,43,3,1.13,0.05714285714285714,0.11428571428571428,2.6548672566371683,Test
Villarreal CF,Midfielder,Iborra,1.6669999999999998,19,7,0,3,0,0,7,16,1,791.0,0.15789473684210525,0.3684210526315789,0.0012642225031605564,Train
Villarreal CF,Midfielder,M. Trigueros,1.547,24,3,0,0,0,0,6,11,0,983.0,0.0,0.125,0.0,Test
Villarreal CF,Midfielder,Pedraza,2.087,34,3,0,3,0,0,7,24,3,710.0,0.08823529411764706,0.08823529411764706,0.004225352112676056,Train
Villarreal CF,Midfielder,Javi Fuego,234.0,5,1,0,0,0,0,0,0,0,144.0,0.0,0.2,0.0,Train
Villarreal CF,Midfielder,S. Cazorla,2.651,35,2,0,4,2,0,6,22,10,1.5730000000000002,0.11428571428571428,0.05714285714285714,6.357279084551811,Train
Villarreal CF,Midfielder,Bruno,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Train
Villarreal CF,Midfielder,Raba,186.0,8,0,0,0,0,0,0,1,1,93.0,0.0,0.0,0.010752688172043012,Test
Villarreal CF,Midfielder,Samuel Chukwueze,1.7080000000000002,26,2,0,5,0,0,2,42,2,504.0,0.19230769230769232,0.07692307692307693,0.003968253968253968,Train
Villarreal CF,Midfielder,Iván Martín,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Test
Villarreal CF,Midfielder,Andrei Ratiu,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Test
Villarreal CF,Forward,Gerard,2.317,35,3,0,8,0,0,9,54,1,740.0,0.22857142857142856,0.08571428571428572,0.0013513513513513514,Train
Villarreal CF,Forward,Bacca,1.259,33,3,0,6,1,0,0,22,1,270.0,0.18181818181818182,0.09090909090909091,0.003703703703703704,Train
Villarreal CF,Forward,Toko Ekambi,2.148,34,5,0,10,0,0,0,49,1,501.0,0.29411764705882354,0.14705882352941177,0.001996007984031936,Train
